"title","description","city","contract_type","workday","company_name","salary_min","salary_max","salary_period","salary_currency","teleworking","publish_date"
CORPORATE LAWYER,"Somos un Servicer de Gestión de Préstamos e Inmobiliario y estamos buscando un Abogado Corporativo para nuestras oficinas en Madrid. Trabajando dentro del equipo de Governance, Risk and Compliance (GRC), serás responsable de los temas legales de la compañía asegurando el cumplimiento legal en materia de Secretaría Jurídica, KYC y contratos.

Trabajarás también con las unidades de negocio entendiendo sus necesidades y serás facilitador de su operativa, verificando y atendiendo al cumplimiento legal. Asimismo, te encargarás del proceso de homologación de proveedores y de llevar a cabo el cumplimiento de la política de admisión de clientes.

Serás un vínculo entre las áreas de negocio, las corporativas y nuestros clientes. Llevarás un control de los contratos firmados, incluyendo las obligaciones y limitaciones de responsabilidad, te encargarás de la gestión de la secretaría jurídica y de los poderes, tanto de los otorgados a la empresa, como los otorgados a los empleados para la consecución de sus tareas.

También colaborarás en funciones de gestión de riesgos operativos y penales y en la realización de auditorías internas para validar su cumplimiento. Del mismo modo, serás el punto de contacto con nuestros clientes en materia legal.

Deberás estar acostumbrado a trabajar bajo presión y por objetivos, debes ser capaz de adaptarte rápidamente al entorno y tener gran capacidad analítica, además de estar orientado a procesos y mejora continua.

Tendrás reporte directo con el Director de GRC.

Tareas

Las tareas más relevantes son las siguientes:

·	Toma de requerimientos legales
·	Redacción de contratos, NDAs y notificaciones legales
·	Validación de contratos y acuerdos con clientes y proveedores
·	Know your Client
·	Homologación de proveedores
·	Supervisar y actualizar el programa de prevención de riesgos penales
·	Monitorización y asistencia en gestión de riesgos legales
·	Gestión de contratos
·	Otorgamiento y revocación de poderes
·	Mantenimiento de la Secretaría Jurídica, tanto interna como de clientes
·	Preparación y redacción de Actas, Certificados y Acuerdos de Juntas y Consejos
·	Redacción de Ampliaciones de Capital y solicitud de firmas digitales
·	Mantenimiento de Libros Corporativsos, Libros de Actas, Libros de Socios, Libro de Contratos y Depósito de Cuentas
·	Implementación de proyectos regulatorios
·	Aconsejar a GRC y otras áreas sobre asuntos relacionados con cambios regulatorios y aplicación de políticas y procedimientos internos",Madrid,Contrato indefinido,Jornada completa,REDWOOD HOLDING IBERIA SL.,,,,,Teletrabajo posible,2022-01-26
SUPERVISOR DE MONTAJE,"yourmission
-Elaboración y supervisión de la planificación y ejecución del montaje 
 de estructura metálica para almacenaje automatizado.
-Elaboración de planimetrías previa a ejecución.
-Coordinación, supervisión y soporte de los equipos externos de 
 montaje.
-Elaboración de protocolos de medición.
-Preparación de documentación técnica para el montaje.
-Desarrollo y documentación de procedimientos de montaje.
-Generación de informes varios (progreso, costes, inventario y 
 calidad).
-Seguimiento técnico de la ejecución del proyecto hasta la recepción 
 por cliente.
youareknapp
-Formación acreditada en Ingeniería (mecánica).
-Formación en Prevención y Riesgos Laborales.
-Al menos 2 años de experiencia on site.
-Conocimientos de Autocad, Project y MS-Office.
-Nivel alto de inglés escrito y hablado, se valorarán otros idiomas.
-Desplazamientos al extranjero con duración aproximada entre uno o 
 dos meses.
-Actitud proactiva, capacidad analítica y resolución de problemas.
-Buena comunicación y orientación al cliente con 
 autonomía,compromiso y trabajo en equipo.
-Trabajarás para clientes de prestigio de todo el mundo en una empresa comprometida con sus empleados y sus clientes.
-Programas de formación continua.
-Puesto estable en sector de automatización logística.
-Centro de trabajo en Madrid.
- Salario bruto/año: 35.000 euros, además de beneficios sociales y dietas de desplazamiento. No se descartan salarios superiores según
experiencia y competencias.",Madrid,Contrato otros contratos,Jornada completa,Knapp Ibérica,27000,36000,YEAR,EUR,Trabajo solo presencial,2022-01-26
HIGIENISTA RECEPCIONISTA,"Seleccionamos recepcionista de clínica dental responsable de las siguientes funciones:


-Asistencia al odontólogo en gabinete.
-Manteniemiento y esterilización de material.
-Atención al paciente
-Regsitrar y atender según protocolo establecido las llamadas telefónicas.
-Gestión y optimización de las agendas de los odontólogos.
-Captación de primeras visitas.

IMPRESCINDIBLE HABLAR NORUEGO DE FORMA FLUIDA.",Mogán,Contrato indefinido,Jornada completa,Clínica Dental Vintersol,,,,,Trabajo solo presencial,2022-01-26
ALBAÑIL,"KALAM, constructora constituida en 1987, líder en rehabilitación de edificios históricos, 37 de ellos con Declaración de Patrimonio Mundial a nivel internacional, quiere incorporar para obras en BILBAO de ALBAÑILES con el fin de participar activamente en un proyecto empresarial que pretende que hagas tuyo.

Sus principales responsabilidades serán:

- Realizar trabajos de albañilería en rehabilitación y restauración de fachadas, patios, tejados, terrazas,...

- Valorable experiencia en coloración de SATE.

SE OFRECE: 

- Estabilidad
- Sueldo acorde a experiencia, capacidades y cumplimiento.
- Gastos profesionales cubiertos.
- Formación y promoción continua.

Incorporación inmediata",Bilbao,Contrato de duración determinada,Jornada completa,KALAM,,,,,Trabajo solo presencial,2022-01-26
Tec. Mantenimiento Integral,"Experiencia en el puesto solicitado: Experiencia laboral demostrable en el mantenimiento integral de edificios, tanto en instalaciones de climatización, electricidad, PCI, BMS.",Madrid,Contrato indefinido,Jornada completa,CBRE Global Workplace Solutions,,,,,Trabajo solo presencial,2022-01-26
PROJECTISTA/DELINEANT CATIA,"PROJECTISTA/DELINEANT SOTA LA DIRECCIÓ DEL DIRECTOR DE LA OFICINA TÈCNICA PER FER DIBUIXOS DE DETALL DE MÀQUINES A PARTIR DEL MODEL, LLISTATS DE MATERIALS I DIBUIXOS DE CONJUNT.",Sentmenat,Contrato de duración determinada,Jornada completa,"SOLING-IMPACT, S.L.",,,,,Trabajo solo presencial,2022-01-26
Peón Especialista de Trabajos Verticales - Industria - Taludes,"¿Quieres entrar a formar parte del equipo Desnivel Agranaltura?

Buscamos:

1.- Personal bien formado:
Formación en Trabajos Verticales y en Altura
Cursos PRL 2º Ciclo Convenio de la Construcción:
· 20h Albañilería
· 6h Trabajos específicos de ejecución de túneles y sostenimiento de las excavaciones subterráneas y de los taludes
O 20h de taludes + 6h albañilería
2.- Con disponibilidad geográfica a nivel nacional
3.- Con ganas de trabajar y de seguir formándose

Valoramos:

Valoramos:
· Carnet de conducir B y C
· Formación de nivel básico (60h)
· Manejo de herramientas / albañilería
· Conocimientos de soldadura
· Formación Anetva/Irata
· Formación Primeros Auxilios
· Formación/Experiencia Rescate en altura
· Formación/Experiencia GWO
· Experiencia en el sector


Visita nuestra web, www.grupodesnivel.com, para conocernos mejor, y envíanos tu CV si quieres formar parte de nuestro proyecto.",Albolote,Contrato otros contratos,Jornada completa,"DESNIVEL AGRANALTURA, S.A.",,,,,Trabajo solo presencial,2022-01-26
Ingeniero/a diseño mecánico,"En   Maca   Technology   somos   un   equipo   de   ingenieros   que   ofrecemos   servicios   one-stop,acompañando a nuestros clientes en todo el proceso, desde el diseño, pasando por el desarrollo y culminando con la producción de cualquier tipo de producto digital y de electrónica (profesional y consumo). Aunamos la madurez y eficacia de un equipo de desarrollo con más de 7 años de experiencia, lo que nos convierte en un equipo multidisciplinar, que cuenta con expertos para cada parte del proceso, con la energía de un equipo joven y dinámico, ávido de nuevos retos.

Desde la oficina de hardware de la compañía estamos buscando un ingeniero de diseño mecánico para participar activamente en el diseño de producto, trabajando en equipo multidisciplinar y con gran capacidad de innovación.

Estará involucrado en todas las fases del desarrollo del producto, desde la definición del producto, hasta su fabricación en masa, pasando por todas las fases de prototipado. Durante la etapa de diseño será el encargado de realizar los modelos 3D para la fabricación del producto y durante las fases de validación será el encargado de diseñar y ejecutar el plan de ensayos mecánicos de maquetas físicas, analizando modos de fallo y definiendo acciones correctivas, tanto de diseño como de procesos productivos.

2.	FUNCIONES Y TAREAS CLAVES DEL PUESTO:

Diseño 3D de conjuntos y piezas mediante PTC CREO.
Diseño de planos de detalle.
Análisis de DFM con fabricantes, especialmente para las piezas fabricadas mediante inyección. 
Diseño de pruebas de validación de producto.
Análisis de fallos en fase de validación. Medidas correctivas. Validación solución propuesta.
Seguimiento con el fabricante de acciones correctivas, desde la propuesta de mejora hasta la implementación.
Selección de materiales. Principalmente materiales termoplásticos y aleaciones metálicas.
Apoyo en la creación de guías de diseño.",Madrid,Contrato indefinido,Jornada completa,MACA TECHNOLOGY SL.,,,,,,2022-01-26
Ingeniero/a ESPECIALIZADO EN ENERGIAS RENOVABLES.,"SE REQUIERE INGENIERO CON EXPERIENCIA EN PLANEAR, PROYECTAR, DISEÑAR Y DESARROLLAR PROYECTOS FOTOVOLTAICOS , INCORPORACION INMEDIATA EN OFICINAS DE SEVILLA",Sevilla,Contrato otros contratos,Jornada completa,Sun Energy Renovables,1200,1500,MONTH,EUR,Trabajo solo presencial,2022-01-26
PSICOONCÓLOGO,"Descripción: 

Se ofrece puesto de psicooncólogo en el Grupo Español de Pacientes con Cáncer (GEPAC). Buscamos a una persona con experiencia en el área de intervención psicooncológica/atención al paciente.

Funciones:

· Atención presencial y telefónica al paciente con cáncer y sus familiares.
· Intervención grupal y dinámicas de grupos. 
· Realización de estudios cualitativos y cuantitativos. 
· Redacción de artículos.",Madrid,Contrato de duración determinada,Jornada completa,GRUPO ESPAÑOL DE PACIENTES CON CANCER,18000,18000,YEAR,EUR,Trabajo solo presencial,2022-01-26
Planificador Mainframe,"Desde Infortec Consultores, continuamos creciendo

Somos una consultora informática, dedicada a la selección de perfiles informáticos para importantes clientes ubicados en toda España y en Latinoamérica.

Necesitamos ampliar nuestro equipo un PLANIFICADOR para uno de nuestros clientes:

FUNCIONES:

· Planificación y supervisión de trabajos de mainframe
· Resolución de problemas y realización de informes de incidentes

BUSCAMOS:

· Conocimientos técnicos profundos y experiencia en TSO y / o TSS, JCL (> 3 años trabajando en Mainframe).
· Experiencia en herramientas de planificación de trabajos como Control-M, CA-7, etc.
· Experiencia en la supervisión del encadenamiento de lotes.
· Conocimiento en gestión de archivos GDG y VSAM.
· Conocimiento en herramientas como SORT, IEBEGENER, REPRO, etc.
· Se valorarán mucho las habilidades y la experiencia en lenguajes de programación Clist y / o REXX.
· Se valorará mucho el conocimiento y la experiencia en la gestión de colas JES.
· Sólidas habilidades en resolución de problemas e informes de incidentes

VALORABLE:
· Las certificaciones de los proveedores y / o la formación específica (JCL, JES, MVS, etc.) y las habilidades y la experiencia en equipos virtuales.
· Certificación ITIL.
· Habilidades de comunicación, trabajo en equipo.
 
CONTRATO: Indefinido

LUGAR DE TRABAJO: Oficinas de cliente en Zaragoza

¡Inscríbete para más detalle, queremos conocerte!",Zaragoza,Contrato indefinido,Jornada completa,"Infortec Consultores, S.A.U",,,,,,2022-01-26
CHEF,"Hotel ubicado en la povincia de Tarragona, precisa incorporar a un chef de cocina en la población de Montbrió del Camp. 

Las funciones que desarrollará serán las siguientes:
- Creación de la nueva oferta gastronómica, recetas y escandallos 
-Planificación y costeo de menús y recetas para eventos
-Control de presupuestos, inventarios
- Coordinar el equipo de cocina y formación del personal
- Elaboración de horarios y turnos
-Mantenimiento de los estandares de la empresa al dia y la calidad del producto
- Control del sistema APPCC
- Gestión de control de stock",Montbrió del Camp,Contrato fijo discontinuo,Jornada completa,HOTEL TERMES MONTBRIÓ,,,,,Trabajo solo presencial,2022-01-26
JEFE DE COCINA Y SEGUNDO,"Se Requiere puesto Como Jefe de Cocina para un proyecto nuevo actualmente en marcha.
Funciones: a realizar:
-Organizar, dirigir y coordinar el trabajo del personal de cocina.
-Realizar los pedidos de mercancias.
-Supervisar todas las partidas de su departamento.
-Realizar seguimiento del coste del menú, carta y elaboración de escandallos. Supervisar el cumplimiento en la rueda de menús y cartas.
-Asegurar y controlar la higiene alimentaria.
-Proponer mejoras en la oferta gastronómica y colaboración en los nuevos proyectos.
-Realizar control de inventarios.
-Cumplir los objetivos marcados por la empresa en relación a la calidad del servicio y satisfacción del cliente.
- Realizar plantilla y planificación de horarios de la Partida de cocina.
Requisitos:
Se requiere estudios de cocina y experiencia demostrable(3 años mínimo)
También se valorara experiencia en arroces.
Se ofrece estabilidad laboral, salario acorde a cualificación y posibilidad de promoción dentro de la empresa.
Buscamos gente pro activa y con ganas de crecer profesionalmente dentro de la empresa.",Madrid,Contrato indefinido,Jornada completa,NUEVO ARRAYAN SL.,1500,1800,MONTH,EUR,Trabajo solo presencial,2022-01-26
Desarrollador/a Java J2EE (Gijón),"Como parte esencial de nuestro equipo de ATM ubicado en Gijón, buscamos incorporar un/a Desarrollador/a Java J2EE. con los siguientes requisitos:

Se requiere una experiencia de al menos 4 años utilizando las siguientes tecnologías:

J2EE
EJB (Debe ser capaz de implementar EJB y desplegar EJB).
JPA / Hibernate / JDBC.
JSP
Structs
Linux / Bash Scripting


Valorable:

Weblogic
Java Swing
Ant , Maven, Gradle
Tools (Jenkins, SonarQube)
AMQP (Artemis, ActiveMQ)
SpringBoot
Servicios Rest
OpenAPI
conocimientos en ATM



¿Qué te podemos ofrecer?

- Incorporarte a una compañía con más de 40.000 profesionales y con acceso a proyectos retadores para clientes líderes en sus sectores de actividad.

- Una carrera profesional adaptada a ti.

- Retribución competitiva y acceso a planes de retribución flexible.

- Formación continuada en Open University, además de acceso abierto para nuestros profesionales a la plataforma Udemy for Business, con más de 3.000 cursos especializados

- Conciliación entre la vida personal y profesional, con opción de flexibilidad horaria y posibilidad de acogerte a nuestro programa de teletrabajo.

- Acceso a plataforma MyClub donde te podrás beneficiar de numerosos descuentos y promociones exclusivos para nuestros profesionales.

¡INDRA es empresa Top Employer 2021! Incorpórate a una empresa certificada como una de las mejores empresas empleadoras de España, gracias a nuestra gestión integral de RRHH y a las condiciones para nuestros profesionales.

¿A qué suena bien? No lo dudes, si tienes ganas de crecer con nosotros, ¡envíanos tu CV!",Gijón,Contrato indefinido,Jornada completa,Indra,,,,,Teletrabajo posible,2022-01-26
"Desarrollo Back-End Java 8+, Spring Boot, Microservicios","Como parte esencial de nuestro equipo de Transporte , buscamos un/a Desarrollador/a Back-End para trabajar en nuestro centro ubicado en San Fernando de Henares.

Experiencia de al menos 2 años utilizando las siguientes tecnologías:

Git - Bitbucket (preferiblemente este último)
Java 8 u 11 (OpenJDK)
Spring Boot o bien Servidores de aplicaciones (jboss o glassfish) basados en java.
WSO2. (opcional)
Maven.



¿Qué te podemos ofrecer?

- Incorporarte a una compañía con más de 40.000 profesionales y con acceso a proyectos retadores para clientes líderes en sus sectores de actividad.

- Una carrera profesional adaptada a ti.

- Retribución competitiva y acceso a planes de retribución flexible.

- Formación continuada en Open University, además de acceso abierto para nuestros profesionales a la plataforma Udemy for Business, con más de 3.000 cursos especializados

- Conciliación entre la vida personal y profesional, con opción de flexibilidad horaria y posibilidad de acogerte a nuestro programa de teletrabajo.

- Acceso a plataforma MyClub donde te podrás beneficiar de numerosos descuentos y promociones exclusivos para nuestros profesionales.

¡INDRA es empresa Top Employer 2021! Incorpórate a una empresa certificada como una de las mejores empresas empleadoras de España, gracias a nuestra gestión integral de RRHH y a las condiciones para nuestros profesionales.

¿A qué suena bien? No lo dudes, si tienes ganas de crecer con nosotros, ¡envíanos tu CV!",San Fernando de Henares,Contrato indefinido,Jornada completa,Indra,,,,,Teletrabajo posible,2022-01-26
"2º Maitre (H/M) - Restaurante Salicornia","HOTEL HONUCAI (4*S) es el hotel boutique del grupo Gallery Hoteles, situado en la Colònia de Sant Jordi, un antiguo puerto de pescadores al sureste de la isla de Mallorca, desde el que gozará de unas espectaculares vistas a las playas de Es Dolç y Es Carbó.

Tras una reforma integral, hemos logrado un espectacular hotel vacacional de 78 habitaciones situado frente al mar, impregnado del carácter de la isla y su colonia.

El Hotel Honucai es el lugar idóneo para pasar unas vacaciones en un entorno único, con unas instalaciones diseñadas con mucho mimo y una apuesta muy fuerte por la gastronomía con su Restaurante Salicornia, para conseguir el máximo confort de sus huéspedes, en una perfecta fusión de lo mediterráneo y lo exótico.

Como 2º Maitre (H/M) tus funciones serán las siguientes:

·	Organizar, supervisar, asesorar y motivar a su equipo optimizando los recursos humanos existentes.
·	Dirigir operativa del restaurante asumiendo papel operativo y atendiendo al cliente cuando en ausencia del Maitre o por requerimiento de este.
·	Asegurar la buena imagen y excelencia de trato al cliente por parte del equipo.
·	Control del personal variable.
·	Coordinar montajes, servicios y desmontajes de los eventos/banquetes llevando un control exhaustivo del mismo.
·	Atender las distintas demandas del personal.
·	Formar al equipo al inicio de la contratación y de forma continua con las nuevas formas de trabajar que se establezcan.
·	Evaluar al equipo seguimiento y rendimiento.
·	Comunicación con cocina para la planificación del servicio del día.
·	Entendimiento y consenso de la carta con el J. de cocina ofrecida al cliente.
·	Atender las quejas y sugerencias de los clientes y colaboradores.
·	Control de compras y consumos.
·	Supervisar los correos electrónicos en ausencia del 1er Maitre
·	Responsable de caja diario.
·	Control de los montajes de salones.
·	Proactividad con la venta en el restaurante.
·	Control del mantenimiento, limpieza y orden distintas zonas de trabajo.",Ses Salines,Contrato de duración determinada,Jornada completa,PORT COLONIA SL,,,,,Trabajo solo presencial,2022-01-26
Desarrollador/a Java EE,"Como parte esencial de nuestro equipo de Transporte, buscamos un/a Desarrollador/a Java EE, para trabajar en nuestro centro ubicado en San Fernando de Henares (Madrid).

Requisitos para el puesto:

Experiencia laboral de al menos 2 años en Programación JAVA JEE (JSF, EJB, JPA).
Conocimientos a nivel de desarrollo en BBDD Oracle.
Conocimientos de despliegue en WebLogic.
Conocimientos funcionales de BO de Ticketing



¿Qué te podemos ofrecer?

- Incorporarte a una compañía con más de 40.000 profesionales y con acceso a proyectos retadores para clientes líderes en sus sectores de actividad.

- Una carrera profesional adaptada a ti.

- Retribución competitiva y acceso a planes de retribución flexible.

- Formación continuada en Open University, además de acceso abierto para nuestros profesionales a la plataforma Udemy for Business, con más de 3.000 cursos especializados

- Conciliación entre la vida personal y profesional, con opción de flexibilidad horaria y posibilidad de acogerte a nuestro programa de teletrabajo.

- Acceso a plataforma MyClub donde te podrás beneficiar de numerosos descuentos y promociones exclusivos para nuestros profesionales.

¡INDRA es empresa Top Employer 2021! Incorpórate a una empresa certificada como una de las mejores empresas empleadoras de España, gracias a nuestra gestión integral de RRHH y a las condiciones para nuestros profesionales.

¿A qué suena bien? No lo dudes, si tienes ganas de crecer con nosotros, ¡envíanos tu CV!",San Fernando de Henares,Contrato indefinido,Jornada completa,Indra,,,,,Teletrabajo posible,2022-01-26
MECÁNICO/A-MONTADOR/A,"Desde Gestora Laboral Mediterránea Paterna, seleccionamos un/a mecánico/a montador/a para una importante empresa en Puçol.

Se realizarán funciones de:

* Montaje de piezas de maquinaria de envasado
* Mantenimiento de maquinaria
* Limpieza de piezas
* Mantenimiento de la nave

Incorporación inmediata

L-V 8:30- 13:30 y de 14:30-17:00

Contrato temporal",Puçol,Contrato de duración determinada,Jornada completa,Gestora Laboral Mediterranea ETT,,,,,Trabajo solo presencial,2022-01-26
Jefe/a de Cocina,"El Grupo MS Hoteles busca Jefe/a de Cocina para su nuevo restaurante gastronómico.

Buscamos personas con pasión por la gastronomía, creativos, con ganas de crecer profesionalmente y mejorar día a día. Sobre todo, ¡Buscamos profesionales que se ilusionen con este nuevo proyecto, y crean en el tanto como nosotros lo hacemos! 

¿QUÉ PERFIL BUSCAMOS? 

·	Formación en Hostelería y Restauración, o similar.
·	Experiencia mínima de 2 años en un cargo similar.
·	Experiencia gestionando equipo y liderando proyectos.
·	Creatividad y Versatilidad. 

¿CUÁLES SERÁN TUS FUNCIONES?

·	Creación de Carta.
·	Gestión de pedidos y stocks.
·	Gestión de turnos y personal.
·	Creación de platos y escandallos.
·	Ejecución de la oferta gastronómica siguiendo los procesos, fichas técnicas y escandallos.
·	Realizar estimaciones sobre las necesidades de comida y costes de comida/mano de obra.
·	Supervisar las actividades del personal de cocina.
·	Cumplir las normativas nutricionales y sanitarias y los estándares de seguridad.	
·	Control y seguimiento de los inventarios.
·	Control y seguimiento de la normativa de higiene y manipulación de alimentos, así como del buen estado de la cocina. 


¿QUÉ TE OFRECEMOS?

·	Estabilidad en una empresa consolidad y en constante crecimiento.
·	Formar parte de un nuevo proyecto que le permitirá estar en constante progresión y aprendizaje.

¡TE ESPERAMOS!",Torremolinos,Contrato indefinido,Jornada completa,MS Hoteles,20000,,YEAR,EUR,Trabajo solo presencial,2022-01-26
Técnico/a Microinformática CAU (horario de TARDE),"En Getronics estamos buscando a un técnico en microinformática con amplia experiencia realizando soporte a usuarios, también VIP para un proyecto estable y de larga duración dentro de una administración pública.

Este puesto de trabajo se desarrollará de manera PRESENCIAL y la ubicación será en Madrid centro (Sol).

Trabajarás dando soporte a usuarios VIP y resolviendo incidencias N1.

Conocimientos: Windows 7, Windows 10, Active Directory, ServiceNow, Remedy, metodología ITIL, configuración de periféricos y Microsoft Teams, SW y HW.

Horario de tarde de lunes a viernes de 15:00 a 22:00

Si crees que esta oferta se ajusta a tu perfil, ¡no lo dudes e inscríbete!

Sobre nosotros:
Getronics es una compañía de servicios IT con 130 años de historia, tiene presencia en 22 países y cuenta con más de 4.000 compañeros en todo el mundo. España es uno de los mercados más importantes para el grupo, contamos con 12 oficinas y alrededor de 1.700 colaboradores.",Madrid,Contrato indefinido,Jornada completa,GETRONICS,,,,,Trabajo solo presencial,2022-01-26
Personal Sanitario CD Algete (Médico/a y Enfermero/a),"Desde Clece, precisamos la incorporación de 2 profesionales sanitarios (1 Médico/a y 1 Enfermero/a), para trabajar en uno de nuestros Centros de Día ubicado en Algete.

Jornada:

- Médico/a: 5 h semanales en horario flexible (puede hacerse la jornada entera en un mismo día)

- Enfermero/a: 8 h/semanales en horario flexible (puede hacerse la jornada en 1 o 2 días si se prefiere)

Contrato inicial de 6 meses más posibilidad de indefinido.

Salario pro convenio + mejora salarial.

Incorporación inmediata.


Clece es una compañía líder a nivel nacional en externalización de servicios auxiliares, comprometida en garantizar la igualdad de oportunidades, promoviendo la presencia equilibrada entre mujeres y hombres y fomentando la inclusión laboral de colectivos vulnerables
www.clece.es",Algete,Contrato de duración determinada,Jornada parcial - indiferente,CLECE -  Servicios Socio-sanitarios,,,,,Trabajo solo presencial,2022-01-26
Frontend Developer,"Funciones
Serás parte del desarrollo continuo de nuevas funciones para nuestras soluciones de comercio electrónico y herramientas internas, y también mantendrás y refactorizarás las plataformas frontend actuales.
Como parte de un equipo de producto, será responsable de la investigación y traerá nuevos flujos de trabajo, herramientas e informes para mejorar la pila, la calidad, el rendimiento y la accesibilidad de la tecnología frontend.

Colaborar con el Departamento Comercial y utilizar los métodos y herramientas de gestión de requisitos establecidos para identificar, verificar y documentar los requisitos técnicos necesarios para el desarrollo de soluciones tecnológicas y / o tecnología empresarial.
Desarrollar código de alta calidad para soluciones técnicas.
Identificar nuevas tecnologías de software que se ajusten a las necesidades y arquitecturas específicas de la empresa.
Documente los componentes de la aplicación.
Liderar el desarrollo y la configuración de los componentes de la aplicación desde la concepción hasta la estabilización.
Probar, depurar y documentar los componentes de una aplicación.


Se ofrece
En AUBAY seleccionamos un/a Analista Programador/a Full Stack para Barcelona.

Ofrecemos la posibilidad de formar parte de una Compañía en continuo crecimiento, participando en innovadores proyectos que te permitirán completar tu formación y potenciar tus capacidades. Valoramos el compromiso y la dedicación en el trabajo realizado.

En Aubay somos una multinacional de servicios digitales (DSC) fundada en 1998. Actualmente, con un fuerte crecimiento. Operamos en mercados con un alto valor agregado, tanto en Francia como en otras partes de Europa. En Aubay actualmente tenemos 5 000 personas trabajando.

Desde el asesoramiento hasta todo tipo de proyectos tecnológicos, acompañamos la transformación y modernización de los sistemas de información en todos los sectores, incluidos la industria, I + D, telecomunicaciones e infraestructura, y especialmente los principales bancos y compañías de seguros, que representan más del 80% de nuestra facturación francesa. y el 65% de nuestra facturación europea.

Únete a nosotros, te esperamos!",Barcelona,Contrato indefinido,Jornada completa,Aubay,,,,,,2022-01-26
Ingeniero Telecomunicaciones Proyectos Sistemas Audiovisuales,"Buscamos un/a Project Manager Senior para incorporarse al Dpto. de Operaciones y Proyectos en nuestras oficinas de Madrid.

Reportando a la dirección del Dpto., se ocupará de planificar y gestionar proyectos de integración audiovisual para clientes de diferentes sectores como retail, educativo, ocio, hospitales, edificios corporativos, transportes, teatros y auditorios, desarrollando las siguientes funciones:

- Planificar el proyecto, asignando plazos y recursos humanos&#8239;a cada actividad, supervisando el cumplimiento de los criterios de calidad marcados.

- Realizar los protocolos de pruebas y puesta en marcha de la instalación. 
-Gestionar costes, compras y equipos en coordinación con los Dptos. correspondientes.
- Elaborar y realizar seguimiento de presupuestos. 
-Comunicación directa con los clientes.


¿Qué perfil buscamos?
-Ingeniería Técnica de Telecomunicaciones (Especialidad Sonido e Imagen) o Grado en Ingeniería de Sistemas de Telecomunicación, Sonido e Imagen o Grado en Ingeniería de Sistemas Audiovisuales o Ingeniería Industrial.
-Experiencia mínima de tres a cinco años en gestión de proyectos audiovisuales (sonido profesional, redes de datos).
-Capacidad de gestionar un equipo, planificación de proyectos, control y seguimiento de presupuestos y cumplimiento de objetivos.
-Experiencia en trato con clientes.
-Experiencia en sistemas de calidad ISO 9001.
- Nivel fluido de inglés (demostrable).
-Disponibilidad de incorporación inmediata.

 
Valores y actitudes:
- Flexibilidad.
- Proactividad
-Trabajo en equipo.
- Compromiso con el trabajo, con el aprendizaje y la innovación.


¿Qué ofrecemos?
-Puesto estable en una compañía de referencia en el sector.
-Jornada completa con horario intensivo los viernes y durante los meses de julio y agosto.
-Salario negociable según la valía del candidato/a.",Madrid,Contrato otros contratos,Jornada completa,RUYBESA,,,,,Trabajo solo presencial,2022-01-26
Oficial/a 2ª Mantenimiento (con Certificado de Discapacidad),"Funciones
- Tomar e introducir la lectura de contadores en programa informático correspondiente
- Realización de tareas de mantenimiento preventivo designadas por su responsable.
- Cumplimentación del parte de trabajo, donde se reflejan las tareas efectuadas.
- Registro de tareas y actividades realizadas, en el programa de mantenimiento PRISMA.
- Limpieza diaria de maquinaria e instalaciones aledañas.
- Apertura y cierre de la planta.
- Arranque de toda la maquinaria.
- Encendido de calderas y verificación del buen funcionamiento de la sala de calderas
- Encendido de bombas de agua y compresores.
- Encendido de cuadros de operación.
- Puesta en marcha de máquinas.
- Encerado y poner cintas en calandras.

Se ofrece
- Formación a cargo de la empresa.
- Contrato temporal por baja de paternidad con posibilidad de ampliación",Onzonilla,Contrato de duración determinada,Jornada completa,"ILUNION LAVANDERIAS, S.A.",,,,,Trabajo solo presencial,2022-01-26
Logistics & Buyer employee,"Important fashion company with national and international presence is recruiting a Logistics & Buyer employee due to its expansion.

The Logistics & Buyer Coordinator position consists in coordinating the supply and distribution chain to achieve an effective and cost optimized delivery of the goods to our customers. Also, this role involves the procurement mangement of providers to ensure the supply of goods for our clients.",Balaguer,Contrato indefinido,Jornada completa,LOCOBRANDS,,,,,Trabajo solo presencial,2022-01-26
TECNICA/O DE PREVENCION DE RIESGOS LABORALES,"La descripción del puesto son las siguientes:

- Elaboración y supervisión de instrucciones y permisos de trabajo
- Supervisión de trabajos en campo
- Reuniones de coordinación de actividades empresariales
- Formación e información a trabajadores.",Vila-Seca,Contrato de duración determinada,Jornada completa,GRUPO MACAP,24000,36000,YEAR,EUR,Trabajo solo presencial,2022-01-26
DISEÑADOR - PROYECTISTA MAQUINARIA INDUSTRIAL,"Para incorporarse a nuestro departamento de Ingenieria Meccánica seleccionamos Proyectista - Ingeniero Mecanico con  demostrable experiencia en el diseño de maquinaria industrial.

Se trata de una sustitución en principio temporal  y se requiere de incorporación inmediata

Se incorporará a una empresa dinámica y con amplio crecimiento.",Picassent,Contrato de duración determinada,Jornada completa,HURTADO & RIVAS,18000,30000,YEAR,EUR,Trabajo solo presencial,2022-01-26
Administrativo/a para gestión laboral,"Administrativo/a para trabajar en el departamento de gestión y asesoramiento laboral, confección de nóminas y seguros sociales, contratos de trabajo, tramitación de altas, bajas, partes de accidentes, elaboración de finiquitos, despidos, etc.",Santa Cruz de Tenerife,Contrato indefinido,Jornada completa,ASESORIA JURIDICA GABINO RAMOS BETHENCOURT S.L.P.,,,,,Trabajo solo presencial,2022-01-26
